score,score_fuzzed
6.5,6.49986815844662
8.0,7.999940196919443
7.0,7.000186239005704
8.0,8.000016927150613
4.5,4.499921717279414
8.0,8.000124520001267
8.5,8.500111777924628
6.0,6.00007665780865
7.5,7.500018296621654
3.5,3.500097656129454
8.5,8.50005411502825
8.0,7.99985276754193
7.5,7.500072350945789
7.0,7.000016474493261
5.5,5.499945691188978
8.5,8.49989225954874
7.5,7.500070142670887
7.0,7.00011992677827
8.0,7.99996882004488
8.0,7.999914849328742
5.5,5.500021498059061
7.5,7.499966168791296
6.0,6.000162808679048
5.5,5.499975582286244
6.0,5.999918327279094
6.0,6.000002925072147
7.5,7.499876798510318
6.0,5.999859174473974
8.0,7.999781755230395
6.0,6.000051839161338
2.0,1.9999229917397572
7.5,7.500032263840705
6.5,6.50003750613671
4.0,3.9998840389045633
6.5,6.50003338222503
5.0,4.999981339225556
8.0,8.000041676597247
8.0,7.99989851744156
3.0,2.9999764894915173
8.0,7.999984598554028
6.0,6.000114222609533
8.0,8.000141500319538
8.0,7.9998261349896405
8.0,8.000008902817028
6.5,6.499888596711845
6.5,6.5000257544343
6.5,6.500025035657803
8.5,8.499980121433813
6.5,6.500148077793767
8.0,8.000022159721663
8.0,7.999951580368799
7.5,7.49993189691959
4.5,4.499851221654292
6.5,6.499842694785899
7.5,7.49994619820771
7.0,7.000158918083074
6.5,6.500138051618632
5.5,5.499932112208483
5.5,5.500061796227793
4.5,4.499880707435888
5.0,4.999963577179083
3.0,2.999863129095613
4.5,4.499969181826339
8.5,8.499985656936676
7.5,7.4998818756335295
8.5,8.499997249902643
6.5,6.499902372252926
1.5,1.5001273119701386
6.0,6.000082500879643
6.0,5.999988443441447
7.5,7.500016304539764
8.0,7.999914940872985
5.5,5.4998667450628975
7.5,7.500044601440966
7.0,7.000024839225628
6.0,6.000019765114701
6.0,5.999821404445412
7.5,7.500070084894577
2.5,2.5002215042453653
4.5,4.499939326477333
6.5,6.5000120166636455
7.5,7.500021004123435
6.0,5.99987724946838
2.5,2.499921847390959
7.5,7.500125790256178
6.0,6.000170609296182
7.5,7.499921927560487
5.5,5.500029963427477
7.0,6.999966904008803
7.0,6.99986791393424
7.0,6.99974466008767
7.5,7.499913303300417
6.5,6.499919926627798
7.5,7.5000692612095605
5.5,5.499949376014805
7.0,7.00007965931413
2.5,2.5001261180165106
7.5,7.499776260691428
7.0,7.000087751344844
8.0,7.999920096983954
7.5,7.500062965590085
6.0,6.000132665668098
1.5,1.5000967747526324
5.0,5.000016058424743
7.0,6.999856161661201
7.0,7.0000733055696704
6.5,6.49987095859826
6.5,6.50002347377141
5.5,5.500014997319002
4.5,4.500140718910797
6.5,6.499953078019229
6.0,5.999829152251564
6.0,6.000100883082522
6.0,6.000118698605716
7.5,7.500111858770578
6.5,6.500160442680793
6.5,6.499814528147379
8.0,7.9998649237960215
7.0,7.000097631944062
8.0,7.999877712035635
7.5,7.499911316757892
8.0,7.999877747278509
8.0,8.000004470604296
6.5,6.49991332730892
6.5,6.500072965508279
6.0,6.000056670964348
6.0,6.000089291084748
7.5,7.50005656629129
4.0,3.9999745939571887
5.5,5.49984794477163
7.5,7.4998594096047855
7.5,7.500098736187283
7.5,7.500112102816088
7.5,7.500116137530644
8.0,7.999981453475839
6.5,6.500046396487522
8.0,8.0000226461386
7.5,7.499990509878396
6.0,6.000058759260494
6.5,6.5001254061482205
7.5,7.500102916540046
5.0,4.999922538816501
7.5,7.499983296931908
7.0,7.0000448602304965
8.0,7.999933788577872
7.5,7.49996318048399
7.5,7.499955283607907
5.5,5.500030116468732
8.0,8.000069867129499
8.0,7.999968755502112
6.0,6.000036475162745
5.5,5.500004720069689
8.0,8.00022426804303
2.5,2.499923421400513
7.5,7.4998585819130605
6.5,6.499967061594348
6.5,6.49999123305859
7.5,7.499933204522597
6.0,5.999912852849022
8.0,8.000114385645018
7.0,6.9999042385079955
6.0,6.000022740020647
3.5,3.500048606241334
8.5,8.500036051319162
7.0,6.999896808043413
7.5,7.4999193738929195
7.5,7.499992199210444
5.0,4.999895092431077
5.5,5.500158579802172
5.5,5.499962873393584
6.0,5.999772351581928
4.5,4.499985436758347
6.0,5.99985637236684
5.5,5.500145646270253
6.5,6.500061491036275
7.5,7.499842676217979
7.0,7.000015162398418
3.0,2.999978485843508
7.0,7.000043949922209
8.0,8.00001154956391
7.0,6.99994814602374
6.0,6.000014036864751
7.0,7.000008571133646
8.0,8.00007716068076
8.0,7.99993799917392
8.0,8.000100925094193
4.5,4.499881539136889
5.5,5.500146369950651
8.5,8.500002281967332
8.0,7.999832015394372
5.5,5.500021528408665
7.0,7.000118554687845
7.5,7.499961424071519
5.5,5.500057518234099
7.0,6.9999935141419565
5.5,5.49999525692643
7.0,7.0000883504062985
7.5,7.499958012299697
7.5,7.499906354089574
6.5,6.4999345236921275
8.0,7.999960999132314
8.0,8.000022972140892
6.5,6.500073743630592
8.0,7.999993157399165
7.5,7.500150516960943
7.5,7.500059743576133
8.0,7.999860422818341
6.0,6.0000664116711455
7.5,7.4999068360877805
7.5,7.500040710787451
7.5,7.50001533331144
5.0,5.000185120995223
3.5,3.4999936477976323
8.0,8.000018251335048
8.0,8.00007547476638
8.0,8.00003181793557
7.5,7.500108075620746
8.0,7.999812175543087
7.0,6.9999449908822
7.5,7.499890044695351
5.5,5.500033113122514
4.5,4.500057735995817
4.0,4.000111080164061
3.0,3.0001784504804694
5.0,5.000021458926061
7.5,7.500019928970074
7.5,7.500087830959455
5.5,5.500250243540571
7.0,7.000096334777686
7.0,7.000087580386038
7.5,7.50012267946007
7.5,7.500160445132992
7.0,7.000159782070515
7.0,7.0002128775998065
4.5,4.499860508802858
7.5,7.500122105564559
5.0,4.99996461516849
7.5,7.500038156108691
7.0,6.99990181291656
7.5,7.499968231306877
8.0,8.000055396230799
8.0,7.999875292083442
8.0,7.999871400475054
8.0,8.000154761932778
7.0,6.999990135782341
6.5,6.499854940981716
7.5,7.499823336944603
8.0,7.999992169181146
6.5,6.500054069028058
3.5,3.5001704573088723
6.0,6.000026112821745
7.5,7.500032755325606
7.5,7.500034054750055
2.5,2.500244308957606
7.5,7.500160757343764
6.5,6.50002462123952
7.0,7.000029175699346
8.0,8.000043691245912
5.5,5.499784891543404
5.0,4.999808575604558
6.0,5.999959532212311
8.5,8.50005416809898
7.0,7.0001254229861445
7.5,7.499887837197047
6.0,6.000160489659218
7.0,7.000183985219912
5.5,5.500109182256687
8.0,7.999877442470579
6.5,6.499784387413046
7.0,6.999882164480971
4.5,4.4999260875468705
7.0,7.000117657705437
7.0,6.999944442828568
8.0,8.000159337162195
5.0,5.000051781039734
8.0,8.000017083646187
