score,score_fuzzed
5.0,5.0000058642063685
1.0,1.0000847081894748
4.0,4.000020418282467
5.5,5.5001405901064855
1.0,0.9998835355833947
2.5,2.4999797923418665
6.0,6.00007526720546
2.5,2.4999665924926813
3.0,2.999945715975922
3.5,3.5001139475101
5.0,4.9999736420568475
3.5,3.500008693052394
6.0,6.000166955245873
7.0,6.999970946137636
4.0,4.000070860568726
5.0,4.999949861749397
6.0,5.999984210942309
4.5,4.500072234753584
5.0,5.000083279916022
2.5,2.499909878657601
5.0,5.000145129863125
2.0,1.9999230693586487
5.5,5.500155673756402
5.5,5.50003814339397
3.0,2.9997723871554314
1.5,1.500025346193675
6.0,6.000042942899654
3.0,2.999945232452781
6.0,6.000138004577343
5.0,4.999975179996625
4.0,3.999899593327295
4.5,4.500086595055509
3.5,3.500028168580182
3.5,3.5000020634413422
5.0,4.99986130223177
6.0,6.000177598986424
3.5,3.500136918950774
6.0,5.9998155925644046
4.5,4.500116950245906
4.5,4.499917168325228
3.5,3.4999230856755315
5.0,4.999973005079458
4.5,4.499916837237547
5.5,5.499973106684131
5.0,4.9999839308452225
5.5,5.499911019310231
6.5,6.4998109990917055
4.0,4.0000162701968796
5.0,4.999894371292391
1.5,1.4999920459046736
4.5,4.499975061339743
6.5,6.500131799045862
3.5,3.499919632755959
5.5,5.500081867924102
5.0,5.000103697060678
3.0,3.0000167917034175
2.5,2.4999421993695274
2.5,2.5000873186621275
3.0,3.0000927350145465
5.0,5.000193284985977
6.5,6.500010219166605
6.5,6.500197449980799
3.0,2.9997695303671645
4.5,4.499913830568485
4.5,4.500111556011881
5.5,5.499962376424947
4.5,4.4999576003299335
6.0,6.000034143002867
4.5,4.5001338631200385
3.0,3.0000019799731854
5.0,4.999888733721109
2.5,2.4999125014211194
5.5,5.50005165056876
5.5,5.5000829853638455
4.5,4.499996383533707
4.5,4.500079124105427
3.0,3.000009462661444
7.0,7.000017190976451
1.0,1.0001404381739827
5.5,5.499946054632622
6.5,6.4999684685615895
5.0,5.000025688632205
5.5,5.50010426002743
6.5,6.500133953025504
4.5,4.500122335932619
2.0,2.0000142086767054
5.0,5.000208842777079
5.0,4.999981342305959
5.5,5.500120182916001
6.0,6.000116631579444
3.5,3.5000798573268357
5.5,5.49990649508796
4.0,4.000055789289847
5.5,5.499940038408486
3.5,3.50005890418179
3.5,3.5000604081415996
4.0,3.999771284565049
3.0,3.0000529346310403
2.5,2.4999554081935353
4.0,3.999994667491187
3.5,3.5001306688313516
4.0,4.0000400655328345
3.0,2.999955646973406
5.5,5.499892035548547
3.0,2.9999950651112446
2.5,2.5001621940523
2.0,2.000003988342362
5.5,5.50015522966727
4.5,4.499999597648482
6.0,5.999931696544658
3.0,2.9998872709075397
3.5,3.5000538955803817
1.5,1.4999975477465475
4.5,4.499926176814428
4.5,4.500005488293099
5.0,5.0000431174811615
5.5,5.500078324538558
1.5,1.4999742322884517
1.5,1.4998714200672847
2.0,2.0000000413683323
4.0,4.00013259447238
4.0,4.000086553696955
5.5,5.500038339527705
5.5,5.500025939186466
5.0,4.999947953038516
4.0,4.00002871889493
4.5,4.500170352850826
6.0,5.999936050306916
4.5,4.500017630935187
4.0,3.9998970673195284
3.0,2.999920112526132
4.0,4.000025563704065
5.0,5.000001755774981
3.5,3.500122768141596
7.0,7.00009297958185
5.0,5.0001638485326545
3.0,3.0001243798297397
3.0,3.00005213938327
2.0,2.0001705692310296
4.5,4.500023187899347
4.0,3.999977126841757
4.0,4.0000912107010205
2.0,1.9999838450824483
2.0,1.9998581414484746
5.5,5.499942831758812
4.5,4.49986868791426
4.5,4.500100479027379
4.5,4.499953073064695
2.0,1.9999902546676078
2.0,2.000002227659534
5.5,5.500212947087846
2.5,2.4999770603231584
4.5,4.4999420342275895
1.5,1.4999822739201731
4.0,3.999902457322719
3.5,3.5000035918809305
4.0,4.0000914871150135
4.0,4.000009708401465
5.5,5.499995198367854
4.5,4.499984420158114
4.5,4.49998085032963
3.5,3.500122182031721
3.0,2.999939257730717
4.0,4.000074702366043
3.0,2.99993082252725
4.5,4.499943064610359
5.0,5.0000013276250375
5.0,5.000018001152178
3.5,3.499929081266975
3.0,2.9997997619356673
5.0,4.9998673889249705
3.5,3.499902125411207
3.0,3.0001698035401776
4.0,3.999788443521764
3.0,2.99990971535601
5.5,5.500042550333489
4.0,3.9999565452667083
4.5,4.4999588641590496
5.0,5.000082731390175
4.0,4.000053878631238
3.5,3.5000526723559173
4.5,4.500052581258424
3.5,3.5001231309191896
1.5,1.5001150224538813
3.5,3.5001637472488403
5.0,5.0000305302945645
5.0,4.9999766372223045
3.5,3.499950249692797
4.5,4.500203422707473
6.0,6.000114245973546
6.0,5.999916142113402
6.5,6.500031789217622
6.5,6.499966015486472
2.0,2.0000270777004037
1.5,1.4999234189297048
4.5,4.4999912933185335
4.5,4.500005846931899
4.0,4.000163060702162
5.0,4.999995423220671
4.0,3.999938065485202
3.5,3.4998801119700094
6.0,5.9999430070829085
4.5,4.500018329865665
7.5,7.499869503669027
4.0,3.9998485857782065
5.5,5.500071467616043
1.0,1.0000774545240323
5.0,4.999955290940156
3.0,3.0001740352428916
3.0,3.000011712690319
3.5,3.499880515636339
4.5,4.5001978979527495
3.5,3.4998937017034435
3.0,3.0000683356378812
3.0,3.000111307564164
6.0,6.000138569650592
6.0,5.99986727072431
3.5,3.4999273819293992
6.5,6.500144664144625
4.5,4.49998130430816
2.0,2.0000131184551426
4.5,4.4998405873335825
5.0,4.999896513411729
4.0,3.9999206568034382
6.5,6.500114162705437
5.0,5.000168824880391
5.5,5.500003568987243
5.5,5.499769662078119
4.5,4.499782347034499
3.0,2.9999742709711947
4.0,3.9999603282508365
6.0,6.000094138490555
1.5,1.500062529462162
4.5,4.500090373765538
5.0,4.999821471322927
5.0,4.99998212247394
5.0,5.000053933417715
4.0,3.99996177984287
5.5,5.499929889588207
5.0,4.999934757171573
4.5,4.500144840045238
5.5,5.4998883717158975
3.0,3.0001349716328627
4.0,3.9997670952084285
3.5,3.5000646702706955
4.0,4.000100351056882
5.0,4.999976518040686
5.5,5.499870457156772
5.5,5.49995917037479
4.0,4.000131497512827
5.0,4.999997275581938
1.5,1.50000092747661
1.0,0.9998707319316226
4.5,4.50004572881506
3.5,3.5001453379890504
5.0,4.999883281790911
5.0,4.999765024932206
3.0,3.0000573431576614
5.0,5.000055046633909
2.5,2.5000100839260493
4.5,4.499956450278245
6.0,5.99990583054389
5.5,5.500108644365445
4.0,3.999944514176697
5.5,5.499819594554802
3.5,3.499922282332184
4.0,4.000322246114824
4.5,4.5001067673307675
3.5,3.5000684917282494
5.0,4.9999631723631
3.0,3.000036473190631
6.0,5.999931645148019
4.0,4.0000055983906675
3.5,3.5001004758504974
4.5,4.499975635980854
5.0,5.000143149574768
5.0,4.999908780201636
3.0,3.000251210616314
3.5,3.499948904922548
4.0,4.000099572912686
5.0,5.000124726417394
5.0,5.000016324455555
4.5,4.49994748143906
4.0,3.9999537698554315
5.5,5.500053256108989
4.5,4.499749221762039
4.0,4.000008708824776
3.5,3.4999326782870295
3.5,3.5001720523553312
4.5,4.49996675384117
4.0,4.0000629313955525
4.5,4.500077556440036
4.5,4.500077497191398
5.5,5.5001717956432135
5.5,5.5000878111151845
3.5,3.5000442479523084
4.5,4.4998922020210905
2.0,1.9999150266987176
4.5,4.500181177355993
4.0,4.000106571176025
3.5,3.5000487678996954
4.0,3.9999279100939016
4.5,4.499960525522149
5.0,4.999940241267245
4.5,4.499892530361329
5.0,4.99987889400672
3.5,3.499900909595412
5.5,5.499910351636449
5.5,5.500100729907116
4.0,4.000053261332565
5.0,4.999973569309651
3.5,3.5001414770757178
4.0,3.9999704800227343
5.5,5.499947038868265
4.5,4.500164031119068
2.5,2.5000295061502684
2.0,2.000310929401259
6.0,6.000110084412743
3.5,3.500001632885897
5.0,5.000017813376232
7.5,7.500306442264442
4.0,4.000142568508922
7.0,6.999910713698571
5.0,4.999994177150438
6.5,6.500065744326773
5.5,5.499977002148374
6.5,6.499917110632119
4.5,4.500161214542584
5.0,5.000024436112969
6.0,5.999939394511225
3.5,3.500009878091347
4.5,4.500052158628231
2.5,2.4997807000854517
3.5,3.5000203483230545
5.0,4.999798086343436
6.0,5.999986383645184
4.0,4.000012584477829
3.5,3.49982044393412
5.5,5.499866290360046
5.0,5.000038362240809
3.5,3.4999387096887182
1.5,1.5000875547961117
6.0,6.000117826066489
3.5,3.499967435503445
6.0,5.999945687833063
3.0,3.0000338385360408
6.0,6.0000962072300945
4.5,4.4998691973141325
5.5,5.499956446589348
3.0,3.0000879497012067
5.5,5.500219275530239
5.0,5.0000473092583695
4.0,4.000040626579149
5.0,4.999967980064258
3.5,3.4998854822419494
3.5,3.5000642124604187
3.5,3.5000663657118585
5.0,5.000005733115806
5.0,5.000036422361446
2.0,1.9999354206944664
1.5,1.5000119605944033
3.5,3.5001621340568763
3.5,3.500054924772297
2.0,1.9999799743663509
5.5,5.499952858579581
5.5,5.500012248720739
3.5,3.500145277827479
5.0,4.999842501864813
4.0,3.9999827575362845
4.5,4.500009679163229
4.5,4.5000617600656945
5.5,5.499974916658082
5.5,5.5000384671529075
3.0,3.0000239452512356
5.5,5.499917273394797
3.5,3.499976813225551
3.0,2.9999449224946546
4.5,4.4999826350725955
4.5,4.500047031389098
5.0,4.999768105028661
3.5,3.499956447450627
5.0,4.9999659351190635
3.5,3.5001283707671202
4.0,3.99972214440583
5.0,4.999951981832047
3.0,3.0001773078664895
4.0,3.9999344001212562
4.0,3.9999947585824143
4.0,3.9999581560091624
5.5,5.499897638971819
2.0,2.0000461419853868
3.5,3.499898001252637
5.0,4.999995686935373
4.0,4.000013443021142
3.5,3.4999063762383953
5.5,5.500082269666811
4.5,4.500039790134713
5.0,4.999858505644692
6.0,6.000061919710509
3.5,3.500048241643806
4.0,3.9999520059450853
2.0,2.0000759318995733
