score,score_fuzzed
1.0,1.0000523527178444
1.0,1.0000324909033684
1.0,0.9999096111387458
1.0,0.9999464454644644
1.0,0.9998761271058084
1.0,0.9999825394350146
1.0,0.9999226286486543
1.0,0.9999551800403024
1.5,1.5001631840130425
1.0,1.0001734990348274
3.5,3.4999746125488684
1.5,1.4999517302484042
2.0,1.9999759544869142
5.0,4.999915835357858
1.5,1.5001112202656515
7.0,6.9999431586536724
3.5,3.500061275210982
7.0,6.999940411843762
1.0,0.9996589641059218
1.5,1.50011421621756
1.5,1.499895577650191
1.0,0.9997748960969968
1.0,0.999883013722084
3.5,3.49992505598892
1.0,0.9999967972475229
1.0,0.9999423425303688
1.5,1.4999275938959469
1.0,0.9999527932627105
1.5,1.5000237366361084
3.0,2.9999157122065014
3.0,3.000031036375501
1.0,1.0000017535796135
1.0,0.9999843382720129
1.0,1.000157086867796
1.0,0.9999686086565862
1.5,1.5000555119790324
1.0,1.0002004318414401
1.0,1.000043222273434
1.5,1.5000254190899924
1.5,1.500046265672051
1.0,1.0000897290777482
1.5,1.4998963326596941
1.0,1.0001144548104046
1.0,1.000047653441693
1.0,0.9999650505942933
1.0,0.999922696435194
1.0,1.0000541121349755
1.0,0.9999144405439335
1.0,1.0001246677369358
1.5,1.5000780026383997
1.5,1.5001116349614203
1.5,1.5000333701494748
1.0,1.0002213081950493
2.0,1.9999048231340402
1.0,1.0000176169099495
1.0,1.0000258026018591
1.0,0.9999845223038867
1.0,0.9999315021559547
0.5,0.5002646496047594
1.0,0.9999302485826976
1.0,1.0000235548538492
1.0,1.0001988627821583
1.0,1.0000299293928008
1.0,1.000107781189633
1.0,1.0001692194947085
1.0,1.0000457021259692
2.5,2.5001023062837366
1.0,1.0000237087202408
3.0,2.9998449265888616
1.0,0.9999721141100752
1.5,1.5000559731370975
1.0,0.9998742355346781
1.0,1.0000755635708392
1.0,0.9999756752517525
1.0,1.0000709762223146
3.5,3.4998728987005827
1.0,1.000104830694906
8.0,8.000203503829608
1.0,0.9999901452722563
1.0,0.9997987343252492
2.5,2.500085739701999
1.5,1.4999319379189684
5.0,4.999940169884527
4.0,3.999939341315467
2.5,2.500004380119664
1.0,1.0000796810020585
1.5,1.4999868500055662
1.0,0.9999047704592968
1.0,1.0000548593711254
1.0,0.9998360833055416
1.5,1.500082109098957
1.0,1.0001058732386143
1.0,1.0000525688077844
1.0,0.9999261394902401
0.5,0.5000160988142712
1.0,1.0000221750528218
1.0,0.9999165581755098
1.0,0.9998831985802643
1.0,1.0000719014874027
1.0,0.9999443335651695
1.0,1.0000852763058694
1.5,1.5001218758227142
1.0,0.9999600563264305
1.0,1.0002317436425436
1.0,1.0001306395130853
1.0,0.9997488000664501
1.0,0.9998864030226445
1.0,0.9999607380449846
1.5,1.5000550779413628
0.5,0.4999323603052492
1.0,0.9997889992291701
1.0,0.9999705768893282
2.0,1.9998317019671696
1.0,0.9998533676199153
1.0,1.000124854419689
1.0,1.0001069287469755
1.0,1.0000989594487772
1.0,0.9999699926261914
0.5,0.49994192624015366
1.0,1.000015172096976
3.5,3.4997864845994338
1.5,1.4999838668253993
1.0,0.9999548705004635
3.5,3.4998233118877984
2.0,2.000012902836531
3.0,3.000027992479551
1.0,0.9999929807668181
3.5,3.4999566482432845
1.0,0.9998147483769337
1.0,1.0000339165851708
1.0,1.0002459988350187
1.0,0.9999700398306003
1.0,1.000099777608503
1.0,1.000206240006492
1.0,0.9999819488364007
1.0,1.000052691931698
1.0,1.0000346023207718
1.0,0.9997501737308465
1.0,0.9999605397133605
1.0,1.0000972062106612
1.0,1.0000044494741558
1.0,1.0000227743446326
1.0,1.0000704708026174
1.0,0.9999760068176959
1.5,1.5001275435413608
1.5,1.4999723691406326
3.5,3.5002753119628816
2.5,2.500074840583741
1.0,0.9998054940232122
1.0,0.9999398473106196
1.5,1.5001221919435015
1.0,1.0000056615591852
1.0,0.999935637373188
1.0,1.0000178530377395
1.0,0.9999037669660948
1.0,1.0000549043097895
1.0,1.0000152289412323
1.0,1.0001839827744516
1.5,1.4999343104848013
1.0,1.0000185393234096
1.5,1.499988471215255
2.0,1.9999114516648702
1.0,0.999941505411894
1.0,0.9999726724062508
1.0,0.9999472875871104
1.0,0.9999400843252858
1.5,1.4999830268111354
1.5,1.50013488988885
1.0,1.0000408713930167
1.0,0.9999454137364738
1.0,0.9998447279067045
1.0,0.9998995653846838
1.0,0.9997592065241864
1.0,1.0000824073427979
1.0,1.0001004833067657
1.5,1.5000411842644943
3.5,3.499980983732921
1.0,0.9998816443369227
1.0,0.9999593831017296
1.0,1.000024703687511
1.0,1.0000292027170707
