score,score_fuzzed
4.4,4.399923421400514
5.4,5.400122217073213
6.2,6.199981972812097
6.4,6.399933945057867
6.0,6.000024607547291
5.6,5.5999493061610055
7.0,7.0000282450433975
4.8,4.799900270676162
5.0,5.000074582122445
5.4,5.400028794256407
4.0,4.000011549563911
4.0,4.000002227659534
5.4,5.399954665189105
5.0,4.999881539136889
5.8,5.800162174548524
5.8,5.800092974936645
5.0,5.000057331245153
5.2,5.199936332341305
5.2,5.199920143003773
6.8,6.799896779355924
6.6,6.600127841348705
5.4,5.400014208676706
6.8,6.799973005079458
3.2,3.199906108938949
5.8,5.799921413999679
5.4,5.400140147618531
5.2,5.199866827273791
5.0,5.000015707753275
5.0,4.999833364782921
4.2,4.200048642762752
5.4,5.400008187711708
3.4,3.4000108465737555
4.8,4.799952960064976
5.0,5.000104104733571
4.0,3.9999770021483743
5.6,5.599911295285869
4.4,4.400015575191132
4.8,4.800069080158448
6.4,6.399985082286202
5.2,5.199902457322719
5.0,4.999871536044296
3.2,3.199965732627165
6.8,6.8000546307987095
5.8,5.799729342433173
5.8,5.800129319209491
2.8,2.7999899604157807
6.2,6.199998047425643
3.4,3.3998812379733763
4.8,4.800137704808421
4.6,4.5999201125261315
4.0,4.000036475162745
5.6,5.600131438495344
4.8,4.799842676217978
4.4,4.400053117392324
4.6,4.599941555195745
4.4,4.400074012104852
5.4,5.400116534190114
5.2,5.200076816727633
3.4,3.399931264922876
5.8,5.799941337607429
6.4,6.399958721934888
5.2,5.199989216498795
5.2,5.199875383136538
5.2,5.199984505364563
6.4,6.400188743866908
5.8,5.799971804049368
6.4,6.399858915617261
5.2,5.199814042006705
5.2,5.199872627304474
6.2,6.19995886415905
5.8,5.800108638683591
3.0,2.9999261768144287
4.2,4.200245116119756
4.6,4.60011200961208
6.4,6.400132665668099
4.8,4.800081580738432
4.6,4.599965194776213
5.4,5.39999360801638
5.0,5.000090373765538
4.8,4.8000791373290665
5.4,5.400115491987444
6.6,6.599995065111244
6.2,6.2000420126856275
7.2,7.1999751910152385
6.2,6.200171795643214
3.6,3.59998012442701
4.2,4.200014265234887
5.4,5.400013461655748
5.2,5.19997273330921
5.8,5.800174035242891
5.8,5.800066673366581
3.2,3.2000047200696886
5.8,5.799908008665977
6.4,6.400013123996412
5.8,5.799974911788772
4.2,4.199961148009677
4.6,4.60003528610711
7.2,7.200003428057478
5.8,5.800021498059061
5.6,5.600027822968998
4.8,4.799899937092701
5.0,5.00000228651703
5.4,5.400033775753506
3.6,3.5997681050286614
4.8,4.800018329865665
5.6,5.600032413617632
5.4,5.39997995836848
4.4,4.399970290716875
5.4,5.399936070200913
6.0,6.000018999227805
5.5,5.499992109482035
5.2,5.200100436458611
6.0,6.00009499432789
4.4,4.400047031389098
5.2,5.199895092431078
5.6,5.5998693226570335
6.6,6.600145937557827
4.4,4.400025563704065
4.4,4.399851276228143
5.6,5.599966904008802
5.2,5.199952961852069
4.2,4.199912402594661
5.8,5.799947038868265
6.0,5.999811499129214
4.8,4.800058707744263
5.2,5.200094138490555
3.4,3.399871259499995
6.8,6.799843964789131
6.2,6.199939326477333
5.6,5.600220207976044
6.4,6.400022458732425
4.6,4.600030116468732
7.2,7.200123706083341
4.0,3.9999578763363806
5.0,5.00017702211829
5.2,5.199968120840496
5.4,5.399961206125418
5.4,5.39998565555955
5.6,5.6000363464593566
4.75,4.749899401143955
4.8,4.799979660391079
5.4,5.400257948815625
5.2,5.20003678281254
6.6,6.600021521253016
5.6,5.599936498586082
5.4,5.399945687833063
5.4,5.399906354089574
5.8,5.79987637341844
5.8,5.8001033404358
5.2,5.200017240623152
4.0,3.9999567048337314
5.4,5.400102446670604
6.2,6.200078871330366
6.6,6.600096207230094
6.4,6.4000963409055585
4.0,3.9999954232206707
6.4,6.400099915418145
4.6,4.599958457848079
5.2,5.200034811441883
6.2,6.199965273257755
5.2,5.1999606112798356
6.4,6.400038392147097
4.0,3.9999786733313414
7.4,7.400001327625038
6.4,6.399919709914555
5.8,5.800197897952749
5.2,5.20003634775427
4.6,4.600085647303886
3.4,3.3999275841365293
4.6,4.6000529071521
6.2,6.20006604470707
7.2,7.199981342305959
6.6,6.6000512544877274
5.6,5.600139468877085
6.4,6.399994758582414
4.6,4.600069663212365
5.8,5.8001444418848465
5.4,5.4000575165509686
4.2,4.200169186942704
5.4,5.400152166224977
5.6,5.599903179624935
3.6,3.599976813225551
5.8,5.799974270971195
5.0,5.0000154508737875
4.2,4.200012926477125
5.2,5.199987496485948
5.2,5.2001170319104855
4.6,4.599982739524076
5.6,5.600156146960691
4.0,3.9998792098206426
5.2,5.200048136025086
4.2,4.199975422333351
3.4,3.4001032280633785
3.6,3.600230916208842
6.0,6.000038362240809
5.4,5.399897730773935
6.4,6.400158579802173
3.0,3.0001413873458436
7.0,6.999926111616015
4.8,4.799945691188978
5.4,5.4000087114701865
5.2,5.199977545482116
4.8,4.800015089891201
5.4,5.399931549090229
5.2,5.1999496321205365
4.0,3.9999565452667083
5.2,5.200073743630592
7.0,7.000037533197644
6.8,6.799959443357928
6.6,6.600068954776796
6.0,5.999949138393174
7.2,7.200054611285747
6.4,6.3999258566407295
5.6,5.600197166595505
4.8,4.799969562218083
6.0,5.99993749707079
5.2,5.199933788577872
7.0,6.999856161661201
5.4,5.3999565637006866
5.0,5.000109520951236
4.2,4.200103879821355
5.6,5.600031140214719
6.8,6.800043895774424
5.4,5.399961548303084
5.8,5.799979792341866
6.0,6.000159531750527
5.8,5.799931572420576
5.8,5.7999729230737795
5.2,5.200005666875483
5.6,5.600060000224664
6.2,6.200106037854614
6.6,6.5999430646103585
5.8,5.799883260930131
5.0,4.999955186495714
4.6,4.599767095208428
4.0,4.0001014933870325
4.8,4.799991973848428
7.0,7.0001603033244315
5.8,5.80012540614822
5.2,5.199967746696188
4.2,4.1998651767215005
6.4,6.3997695303671644
6.4,6.399952006397057
5.0,4.9999380654852015
4.0,4.00000344443836
6.2,6.199882033635291
4.6,4.600059732626762
4.6,4.600155657724776
