score,score_fuzzed
1.8949041551159271,1.8949061347220788
1.2166228365231226,1.2166261262830125
1.5676631221064814,1.5676571310618013
1.0947955149524615,1.0948216497620846
1.475840291669292,1.47584794138095
1.549359603155227,1.5493606033525282
1.317669423421224,1.3176513993647228
1.5230016974103708,1.5230257613452343
1.1645507044440149,1.1645515930018047
1.3567280148180965,1.3567388152842712
0.8809385986328125,0.8809219332086058
1.4069526881387788,1.4069367650364597
1.2649938730093149,1.2649926211014528
1.2583373771919,1.2583383054590382
1.809813395585164,1.8098253578301953
1.522568401025266,1.5225657169056976
1.900767638620022,1.900762677956984
1.5251481237490314,1.5251474255642945
1.6837875690866024,1.6837926200260416
1.142456241455607,1.142462212278142
1.3210412242528422,1.321046781374459
0.8225050730685309,0.8225238410055731
0.9761874291204636,0.976183806367407
1.1609850599410687,1.160995650534348
1.1314625123731132,1.1314535163591237
1.3745202405112131,1.374543542259773
1.2592396422894332,1.2592386682869616
1.4089335058904755,1.4089338284450286
1.0570233085881109,1.0570220889477526
1.0580829039863917,1.058085394141674
1.8522546941583808,1.8522581468710984
1.3545236369125715,1.3545312029921597
1.7892069498697916,1.7892104289205388
1.678391227239295,1.6783820144728823
1.1373515970566694,1.1373399477452828
1.2329934388399124,1.2329964838310568
1.453900538853237,1.453881124302704
0.8047148209044387,0.8047244755245144
1.08426229216212,1.084259875967006
1.5172550134491505,1.517256905143129
1.0436901006483494,1.0436855653454993
1.3434687552692222,1.3434700511553264
1.966431949013158,1.9664248055820897
1.20176021672967,1.2017688442547476
0.7261223166229098,0.7260861595001781
1.365956405920485,1.3659620002462878
1.2700628829045495,1.2700496554999865
1.7229984548939017,1.7230006632096104
1.1393377233434607,1.1393269286171313
1.6052052285433946,1.6052102237026358
1.2176515427394885,1.2176451807723654
1.1854324588631744,1.1854438644523424
1.3072674924677068,1.3072764086334572
1.5868539292682973,1.5868451353064765
1.7228951194069602,1.7229015264693972
1.3770424489224895,1.3770498927163262
1.5527663425083074,1.5527728662215392
0.942767131503523,0.9427916171335219
1.9287011623382568,1.92869630123615
1.372560289171007,1.3725522846912315
1.224908515385219,1.2249067638317663
1.500330891609192,1.5003454201438893
1.7388057002314814,1.738813782059884
1.8811926042413436,1.881200411581707
1.5582013354875657,1.558186526406783
1.7162111202875774,1.716214195015587
1.6809753857070593,1.6809663811066435
1.6460136693185536,1.6460262685361609
1.210555421949621,1.210565425658751
0.8579419417504254,0.8579554497296602
1.483990021395784,1.4839984045448817
1.058723851254112,1.0587266310174352
1.5384963586789753,1.5384968587263503
1.6501805623372396,1.6501668658299906
1.206619376003152,1.2066152241818193
1.293122403126843,1.2931327829220935
1.430967719466598,1.4309700467540794
1.1642703716571514,1.1642711478893712
1.6528032983255665,1.6528120121041194
1.6076004975507048,1.6075851667421366
1.5923618552959071,1.5923599354121747
1.9411017976958176,1.9410856586723868
2.1779765995670126,2.177982091398775
1.0885974866039347,1.0885984585375656
1.351181569453263,1.3511944903517688
1.268800021199042,1.268805040861439
1.5421054363250732,1.542105453945887
1.689405524212381,1.6893925896171835
1.044163547934459,1.0441613939270604
1.1983831813762282,1.1983910222407166
1.1378248783580045,1.1378370714773103
1.3332756674213777,1.3332590541527594
0.9581613901499156,0.9581563981138491
-0.940320715440058,-0.9403158145556526
-0.7708479364713033,-0.7708548986001429
0.5174942896916316,0.5174774700116959
1.0883057609437004,1.0883165839657682
-0.8951766759576932,-0.8951684710000627
-0.364455316005609,-0.36444844548582245
-0.6590409890199319,-0.6590322830129405
1.5817207845052084,1.5817160981949505
0.0242580789508241,0.024270833678114834
0.4075712821852993,0.40758770187641763
-0.6428639366414697,-0.6428721306052912
-0.2039898681640625,-0.20398208816888486
-0.1698019001219007,-0.1697984653641167
-0.7974277418486926,-0.7974370472647982
-0.5573422440858645,-0.5573478415964143
-0.2779155619004193,-0.27790942601407137
-0.0894961014561269,-0.08947508834538102
-0.0020169136219454,-0.002030351278248176
-0.0492527402680495,-0.049248373269496486
-0.359283109144731,-0.3592626374995036
-0.2760794340674556,-0.27608745519737027
0.7185513514994246,0.718553508517184
-0.5699477025440761,-0.5699598712743613
0.6183669016911433,0.6183802506237062
0.0638531338084827,0.06388549735148569
1.1135009397943336,1.1135081231091222
0.3253759179411635,0.3253669494530288
-0.9331312052408854,-0.93314412050865
-0.7512225753690568,-0.7512329844171177
-0.0839662551879882,-0.08397243697785262
-0.6327853135659661,-0.6327871613338668
0.4886768628966133,0.4886588927293308
-1.264001511325355,-1.2640119681639004
-0.3067364671955938,-0.3067422453508195
-0.1276254309229104,-0.1276189304438379
1.373556296982451,1.3735512860116534
0.5215213148879231,0.5215133394892312
0.41270617584684,0.4127049453515538
0.4840070428250596,0.483999637877044
-0.6624939365474056,-0.662481342588004
-1.1385530015112648,-1.1385405714088566
0.7468017211566143,0.7468189469646318
0.3835541930379746,0.3835566606871152
0.2762922181023491,0.27631587260719126
-0.2063994256276932,-0.20639729437297036
-0.6505562522194602,-0.6505435600231121
-0.9196617049400252,-0.9196530941436335
-1.119707552807845,-1.1196989753852982
-0.7607952850033538,-0.760789720746569
-0.7185596235646498,-0.7185585408349738
-0.6596875871930804,-0.6596533199134709
0.5315391786636845,0.5315320043206669
-0.6685944276353333,-0.6685793049705975
0.2350574840198863,0.23507641412826996
-0.4899198525066305,-0.4899117797317398
0.6270880243580812,0.6270935391223684
-0.0829847775972806,-0.08298045745191743
-1.209061867279532,-1.2090503728270492
-1.4727214944773708,-1.4727106232939149
-0.3835973344610993,-0.383613390012025
-0.6490431673386517,-0.6490389666186289
0.2080053286765938,0.2080092690044738
-0.9844423627994888,-0.9844300613553709
0.11124983457761391,0.1112589664809492
-0.1230394791583625,-0.12304632298567557
0.1673954175866168,0.1674044907360531
-0.289567840765722,-0.2895883784646956
-0.1162056222346156,-0.11621062414980754
-0.1056229576992629,-0.10564637113135408
0.8778100985925175,0.8777978722809525
-0.2290973085345644,-0.22908253243524207
1.2079092557313011,1.2079158801322627
-0.879406247820173,-0.8793851655973043
-0.4838314780706091,-0.4838267201674737
-0.0068237821934586,-0.006828699439071281
-0.2442842923677884,-0.24429147813018742
0.0154399422282723,0.015438994166682405
1.3582044238886557,1.3582112115217309
0.2750400165179828,0.27505188298380345
0.238011827655867,0.23800031574410832
-0.6954744023048073,-0.6954765359814427
-0.5642180582682291,-0.5642285585471887
0.9215210503842456,0.9215228383163998
-0.3940505530890517,-0.39405175904507245
-0.7937508809684527,-0.7937399005827147
0.0963179138471495,0.09631881801100005
-0.3854028676122828,-0.38540442913338063
0.8051809712874988,0.8052018825488397
-0.0260223070780436,-0.02603112693328874
0.9604531354445188,0.9604629526282799
-0.616852269161656,-0.6168570621852528
0.9842854973410262,0.9842825371701938
0.1411536072575768,0.14115735512206157
1.1111648106338954,1.1111577177733167
-0.7011346654077271,-0.7011295225094241
-0.1983772803997171,-0.19837068346072648
-0.0908003687405314,-0.09080208473735148
0.3540567426539179,0.354040956218878
-0.4956910208369908,-0.49569542815242346
1.2568424164302765,1.2568462305914538
-0.8308553259357129,-0.8308572890843026
0.233608660180024,0.2336184913475079
-0.0160726033724271,-0.01606157518379557
0.3437717982700893,0.34377951262551715
0.6340498903964428,0.6340404843817578
0.3118461233670594,0.31183918223619955
-0.7093629197701395,-0.7093772699267107
-0.626052651629352,-0.6260509693115991
0.677471877835321,0.6774747368185194
-0.6607669694774647,-0.6607702450711236
0.8128343294452689,0.8128227624844189
-0.2808826856376711,-0.2808863524514601
-0.1890741186829569,-0.1890623063124673
0.1950844995381599,0.19509593062687755
-1.5002965215426771,-1.5003188445924385
0.0302696971150187,0.030255357430966533
-0.2703749957094737,-0.27037807534684055
1.0436027323016683,1.0435919586165392
-0.8755744800233004,-0.875602844674315
0.2783794288863679,0.27838792429708337
-0.3229736185962369,-0.3229674227778289
-0.6026600373202357,-0.6026393003803674
0.1752078801935369,0.175227713124638
-0.022301520070722,-0.022313364185235628
0.0532949562840813,0.05330199192894905
0.4667474862300988,0.4667353446128401
-0.1532399527331504,-0.15322687827745224
-0.2622451152171458,-0.26223769614027936
-0.6530323643838206,-0.6530228611245542
0.5436359273976293,0.543636067648623
0.3122581703456368,0.3122598928883381
-0.6691537501088092,-0.6691644584758347
0.0465619860596917,0.046559182830003695
0.3767280220985413,0.37673639771415807
-0.8736545315374693,-0.8736534833551194
-0.295604831363083,-0.295611837320795
0.1466125676661362,0.14661379961529228
0.6909659890567555,0.6909709623014942
-0.015093270583674,-0.015093908998148928
-0.3348265230913699,-0.33482391771469494
-0.4493623564514932,-0.4493603222247038
-0.4854352727282646,-0.48542792783628047
0.2286545800381019,0.22866961216485554
0.4145560081470214,0.41456395658993084
0.1171156141493055,0.11712062889196535
0.396736427589699,0.3967180732664795
-0.6071022415161133,-0.6070895362785564
0.3476699380313648,0.3476669562702663
0.3153719620955618,0.31538277215485494
0.9900390350066864,0.990046231336627
-0.5262185000301747,-0.5262161739617194
-0.7620890488314503,-0.7620960762139427
-0.1963889221427063,-0.19636770502488834
0.4515180315290178,0.4515294970751776
0.1844152851164527,0.18440380068627002
-0.635557605374244,-0.6355572537372324
0.8756852098690566,0.8756857568022132
0.7592567726417824,0.7592491633275823
0.0408057279365007,0.040822839854152165
-0.3612805146437425,-0.3612751929874511
0.7065770260922544,0.7065835153919255
0.0998758859932422,0.09987125938283
0.6632658450757686,0.6632629721546959
-0.2928265135491912,-0.29282624871572893
-0.4862477932135707,-0.4862498193494511
1.6644476965275778,1.6644677430775936
0.5181752671586707,0.5181699975980061
0.5172856330871582,0.5172954343916542
0.0595191423283066,0.0595179126696484
-0.4432403564453125,-0.44323774047839504
-0.4762914180755615,-0.4762952664197678
0.936221221058639,0.9362149890645605
1.383892709237558,1.3838924992263655
-0.0630516102111417,-0.06304853606106094
-0.2855994022253788,-0.285599642782191
0.427643803187779,0.42764905863648633
0.2866631701476592,0.28667038771892095
-0.7921213869188652,-0.7921177340982737
0.3048163589166135,0.3048160269684339
0.106419782422507,0.10642548331080473
0.1138974403848453,0.1139110846519706
0.12178471358781,0.12179468264745476
0.2991344028049045,0.29913436750367167
-1.123153456326189,-1.1231527002009094
0.1995599036123238,0.1995629382717215
-0.3439131068612287,-0.34391239867943807
-1.5867423765120967,-1.5867438780434115
-0.4850653823541135,-0.4850533195791266
-0.07135145631555,-0.0713470274216702
-0.7293046680174564,-0.7293015584327723
-1.5477112403790432,-1.5477143343060096
