score,score_fuzzed
4.0,3.9999959772553724
6.5,6.499794046789093
5.5,5.499879116909263
7.0,6.999990526613513
1.0,0.9999998917824794
8.0,8.000121596261321
7.0,6.999942377176599
5.5,5.500059168578446
7.5,7.499982601765639
1.0,0.9999845982094097
7.0,7.000013389423223
6.5,6.5000717181280265
6.0,6.000109848785938
4.0,3.9998191402116565
4.5,4.500145344731394
6.5,6.499938019915132
7.0,7.000001921513548
6.0,6.000061837304588
7.0,6.999910183080287
6.0,6.000181717306528
4.0,4.000071923157205
4.5,4.500014921880159
1.5,1.4999294441978568
1.5,1.5000078491408884
1.5,1.4999408012216426
6.0,6.0000009394169425
3.0,3.000122877189312
3.0,3.0000155873259913
7.0,6.999947742766087
7.0,6.9999433284383885
1.5,1.5000126598389276
7.0,7.000069541512342
6.0,5.999932303850603
6.0,5.999982626821924
4.0,3.9999155282094407
3.5,3.500101242064739
2.0,2.000195718002512
5.5,5.4999483264320865
1.0,0.9999316590429221
3.0,2.999959578708246
6.5,6.499987146571564
6.0,5.999826863843141
5.5,5.500043717910771
6.0,5.9999042011237655
3.5,3.4998660003912194
1.0,1.0000746294140646
5.0,5.000028928980746
6.0,5.999891398920725
1.5,1.5001781257644522
6.5,6.499894018158372
6.0,6.000070232884078
6.5,6.499956382154571
2.5,2.4999945112269355
3.5,3.50019036066211
6.0,6.000039784385773
1.5,1.5001923658066154
6.0,6.0000394280465414
1.5,1.4998650097686552
1.5,1.5000080900681434
6.0,6.00021123561395
5.0,5.000126539453437
6.0,5.999792654173741
2.0,2.0000389383039736
6.5,6.499966794224922
6.0,5.999868991887211
7.0,7.000051096274423
1.5,1.5002343014662298
1.0,1.0000061608895952
4.5,4.499829018608296
4.5,4.499870522974731
6.0,6.000108784494198
7.5,7.500083677953503
3.0,3.0000877814799205
5.5,5.500120358802986
4.0,3.9998879151608744
3.0,2.9999497666263353
1.5,1.5001385454952858
6.5,6.500054086406938
1.5,1.4999580085691915
1.0,1.0001331202939785
1.0,1.0000657946629272
6.0,5.999870451347068
6.0,5.999872684309739
1.0,0.9998912282526883
6.0,6.000145513827344
6.5,6.499816129250305
6.5,6.500082645647871
4.0,3.999879643358959
5.5,5.499983067545967
2.5,2.5000269388023453
7.0,6.999917016697013
6.5,6.49995513851736
5.5,5.500013278352645
6.0,5.999941888541622
6.5,6.500031034871333
6.5,6.50004421452324
1.0,1.0000543048429116
5.5,5.500036677955479
6.0,6.000082517128584
5.5,5.50004281994748
6.0,5.999821281879445
7.0,7.000023230474672
1.5,1.499951852096574
1.0,0.999947062301907
7.0,6.999986260915255
3.5,3.5000332485180246
6.0,6.000044220233298
6.0,5.999958998669363
1.5,1.4997841540872587
4.0,4.000049187945963
5.5,5.499915610794374
5.5,5.500051446238089
6.0,6.000081374871557
5.5,5.500085337636826
6.0,6.0000560038486315
5.5,5.500009623206284
6.0,6.000059923975859
4.5,4.499887897572112
4.5,4.500076909799271
7.0,7.000178956593533
8.0,7.999984223529252
6.0,5.999854317780732
6.0,5.999885152439712
6.5,6.499979372055224
7.5,7.500074342838017
6.5,6.499914252577324
5.5,5.499912974399284
6.0,5.999964680879022
3.5,3.4998655882703806
2.0,1.999811815625985
7.0,7.000040390900159
6.5,6.500044067320737
6.5,6.499948167962306
7.0,6.999920561482554
7.0,6.999823707585507
6.0,5.999959795269282
6.5,6.50000945306982
3.5,3.499903623286391
6.5,6.500042692080537
