score,score_fuzzed
4.0,3.99998086155337
6.5,6.499920082514216
5.5,5.50004369879239
7.0,7.000155984803228
1.0,1.0000073854752487
8.0,8.000216415746022
7.0,7.000142383653077
5.5,5.499999151799791
7.5,7.499974277413997
1.0,0.9998515332550498
7.0,6.99982880908862
6.5,6.499943832584067
6.0,6.000129482420771
4.0,3.9999275841365294
4.5,4.50003217381997
6.5,6.500022768547001
7.0,7.000098314210681
6.0,5.99993527422237
7.0,7.00001799205374
6.0,5.999969313749392
4.0,4.000079100182584
4.5,4.499957798971557
1.5,1.5000740692060899
1.5,1.5000974068495203
1.5,1.5001779202896677
6.0,5.999990977034986
3.0,3.000008055429326
3.0,2.9998752438300276
7.0,6.999859185744672
7.0,7.0000741819724706
1.5,1.5000453600711776
7.0,7.00013589587872
6.0,6.000090842724042
6.0,5.999951716472652
4.0,4.000078871330365
3.5,3.4998475603408137
2.0,2.000016648952962
5.5,5.499851953012812
1.0,1.0001348289172263
3.0,3.000161364512921
6.5,6.4998587164786015
6.0,5.999791444144733
5.5,5.500036706971591
6.0,5.9998592048795665
3.5,3.5000633931443783
1.0,0.999935764944607
5.0,5.0002083607363925
6.0,6.000320617727748
1.5,1.499981006611477
6.5,6.500053117392324
6.0,5.999776699626452
6.5,6.49996997923755
2.5,2.4998762368392424
3.5,3.5001401476185308
6.0,6.000116964231228
1.5,1.5001819445354698
6.0,6.0001376940772095
1.5,1.5000833341603648
1.5,1.4999522747970715
6.0,6.00003120385796
5.0,4.9998765063514865
6.0,5.999859017402503
2.0,1.99994516234681
6.5,6.499922055418728
6.0,5.999981972812097
7.0,6.999797363832277
1.5,1.4998268907589283
1.0,1.0002055296114405
4.5,4.49986911341107
4.5,4.500117415393888
6.0,6.000001522084176
7.5,7.499766952875461
3.0,2.999864966410875
5.5,5.500018124993445
4.0,3.9999802355073313
3.0,2.9998488087260076
1.5,1.50003366412929
6.5,6.4998770111126545
1.5,1.4999582104829488
1.0,1.0000823749761376
1.0,0.9998715471784191
6.0,6.000202168559714
6.0,6.00006366939194
1.0,0.9999463900920155
6.0,6.0000559061290115
6.5,6.499953723310223
6.5,6.499980581126759
4.0,3.9999327796092747
5.5,5.50011435925104
2.5,2.4999857754207393
7.0,7.000010903950345
6.5,6.500082423801321
5.5,5.4999472312017375
6.0,6.000050032189075
6.5,6.499875383136538
6.5,6.499969123086652
1.0,0.9999829576162705
5.5,5.499812044128105
6.0,6.000037573629645
5.5,5.500051555321719
6.0,5.999991598420963
7.0,7.000082835855832
1.5,1.4999504920937965
1.0,0.9999558203169867
7.0,6.999973368917062
3.5,3.5000656529057332
6.0,5.999924817427458
6.0,5.999916276764159
1.5,1.5000737404615527
4.0,4.000016740773567
5.5,5.5001149385586166
5.5,5.500094028838552
6.0,5.999729342433173
5.5,5.499987978689239
6.0,6.00010255936637
5.5,5.49999216167609
6.0,6.000059161418035
4.5,4.500109890644606
4.5,4.499972034216752
7.0,6.999936566246974
8.0,8.000222035987493
6.0,5.999976237277845
6.0,6.000197642060692
6.5,6.499936206131309
7.5,7.4998634808335245
6.5,6.499983881085619
5.5,5.500018633450831
6.0,6.000169329197106
3.5,3.499997682606423
2.0,1.9999255662523687
7.0,6.999995305516703
6.5,6.499885687380755
6.5,6.500180915587504
7.0,6.999968592844839
7.0,6.999989253828536
6.0,6.000006833477373
6.5,6.500040758972591
3.5,3.4998492780524346
6.5,6.500044050531489
6.0,5.99997343833216
5.0,5.000104617340129
6.0,5.999995493610059
6.5,6.500037941393559
6.5,6.500009997732029
4.0,3.9999553398068612
5.0,5.000073340522616
6.0,6.000086403602505
4.5,4.500160311529566
7.0,6.999924568803548
6.0,6.000105468449714
5.5,5.4999724327282005
0.5,0.49990064531308287
6.5,6.500146418196801
1.0,0.999937172716305
6.5,6.499904866947381
4.5,4.4998915030502475
7.0,6.999927354208013
5.5,5.5001199715198705
5.5,5.500005819896031
6.5,6.500143759732954
4.0,3.9998748016711314
6.0,5.999956256483874
2.5,2.5000975265859724
6.5,6.500050724715175
6.0,6.000017745787207
4.5,4.500006831013539
6.0,6.000002354335607
2.5,2.50006637095151
3.0,3.000209460716047
